id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],failure_probability,risk_level
45833,300.8,310.8,1457,47.5,79,0.00338478124454074,Low
92762,301.4,311.0,1833,21.8,88,0.00338478124454074,Low
117372,297.8,307.5,1493,43.7,161,0.00338478124454074,Low
51701,302.3,311.5,1711,28.9,122,0.00338478124454074,Low
105190,302.3,310.1,1394,55.4,57,0.00338478124454074,Low
65689,296.8,307.6,1579,34.9,150,0.00338478124454074,Low
29740,300.2,309.3,1467,41.3,181,0.00338478124454074,Low
23787,301.3,310.8,1458,41.8,171,0.00338478124454074,Low
22484,298.9,309.8,1534,40.2,124,0.00338478124454074,Low
101631,297.7,308.3,1386,49.3,84,0.00338478124454074,Low
131983,299.6,310.9,1388,43.9,166,0.00338478124454074,Low
35257,301.9,311.0,1432,45.1,152,0.00338478124454074,Low
3394,303.6,312.3,1827,23.3,54,0.00338478124454074,Low
28991,301.3,311.0,1554,31.6,84,0.00338478124454074,Low
113621,297.5,308.5,1671,39.6,181,0.00338478124454074,Low
114932,298.2,309.0,1437,36.2,95,0.00338478124454074,Low
88558,301.8,310.7,1822,26.2,204,0.00338478124454074,Low
79120,300.5,310.3,1553,34.3,12,0.00338478124454074,Low
95297,296.9,308.0,1335,55.8,71,0.00338478124454074,Low
91982,296.7,307.5,1549,35.8,85,0.00338478124454074,Low
49200,302.3,311.7,1607,33.5,13,0.00338478124454074,Low
118293,301.4,310.7,1459,40.2,35,0.00338478124454074,Low
14909,299.1,310.6,1791,36.3,168,0.00338478124454074,Low
132557,300.9,310.9,1474,53.9,175,0.00338478124454074,Low
90650,304.0,313.0,1495,56.0,61,0.00338478124454074,Low
97818,298.0,307.7,1565,34.5,191,0.00338478124454074,Low
84673,301.3,311.1,1504,35.2,2,0.00338478124454074,Low
47166,298.4,308.0,1639,32.1,48,0.00338478124454074,Low
1804,297.5,309.6,1423,44.6,0,0.00338478124454074,Low
1942,299.5,310.9,1571,38.4,74,0.00338478124454074,Low
121471,301.8,310.8,1443,47.1,92,0.00338478124454074,Low
92019,296.3,307.1,1490,37.2,16,0.00338478124454074,Low
7546,300.4,309.6,1388,59.1,155,0.00338478124454074,Low
103171,300.5,311.6,1528,39.2,114,0.00338478124454074,Low
49155,302.4,311.2,1650,29.3,141,0.00338478124454074,Low
119962,298.2,308.7,1379,54.7,91,0.00338478124454074,Low
17918,299.2,310.0,1605,34.6,226,0.00338478124454074,Low
24184,302.0,310.0,1648,32.5,170,0.00338478124454074,Low
109277,297.3,307.9,1403,48.1,80,0.00338478124454074,Low
65615,302.5,311.8,1508,44.5,57,0.00338478124454074,Low
748,297.0,307.7,1502,51.0,126,0.00338478124454074,Low
29385,298.4,308.4,1598,32.8,94,0.00338478124454074,Low
74654,299.0,310.3,1367,36.7,173,0.00338478124454074,Low
129503,297.7,308.8,1404,50.3,75,0.00338478124454074,Low
70924,300.3,311.8,1642,31.6,181,0.00338478124454074,Low
39493,302.4,311.7,1422,46.9,52,0.00338478124454074,Low
79406,300.1,311.3,1470,45.2,199,0.00338478124454074,Low
25720,300.4,310.0,1560,42.3,101,0.00338478124454074,Low
113500,301.0,312.3,1369,46.6,107,0.00338478124454074,Low
102869,300.7,310.4,1433,47.3,203,0.00338478124454074,Low
75722,303.1,311.5,1626,32.3,23,0.00338478124454074,Low
129672,298.3,308.5,1434,41.6,144,0.00338478124454074,Low
33572,300.4,309.8,1624,32.4,176,0.00338478124454074,Low
38452,302.4,310.8,1647,30.9,159,0.00338478124454074,Low
79235,300.3,311.5,1374,47.9,26,0.00338478124454074,Low
79174,300.2,311.5,1421,44.5,56,0.00338478124454074,Low
115591,300.5,310.7,1339,52.0,121,0.00338478124454074,Low
19347,301.1,311.6,1438,48.1,202,0.00338478124454074,Low
1638,300.4,311.4,1378,35.1,71,0.00338478124454074,Low
54297,298.2,309.0,1418,40.9,87,0.00338478124454074,Low
3386,301.9,310.3,1649,31.9,100,0.00338478124454074,Low
114505,300.5,311.5,1629,30.6,90,0.00338478124454074,Low
32017,298.3,308.1,1598,32.7,94,0.00338478124454074,Low
21809,298.2,307.6,1950,20.3,202,0.00338478124454074,Low
44417,301.3,310.4,1505,46.5,91,0.00338478124454074,Low
89499,298.2,308.9,1605,31.1,79,0.00338478124454074,Low
58728,300.4,311.0,1518,38.0,18,0.00338478124454074,Low
34596,300.8,310.6,1360,53.5,93,0.00338478124454074,Low
40589,299.8,309.0,1460,47.9,63,0.00338478124454074,Low
22193,302.0,310.7,1372,46.0,155,0.00338478124454074,Low
61004,302.0,310.9,1495,38.6,96,0.00338478124454074,Low
6426,298.1,307.7,1523,37.7,173,0.00338478124454074,Low
91599,298.4,309.5,1385,45.3,121,0.00338478124454074,Low
111183,299.3,310.7,1669,32.4,104,0.00338478124454074,Low
77040,298.1,308.6,1544,34.1,14,0.00338478124454074,Low
89184,299.4,309.0,1627,34.5,48,0.00338478124454074,Low
6308,303.0,311.3,1379,47.7,148,0.00338478124454074,Low
9555,300.1,309.7,1459,47.8,34,0.00338478124454074,Low
41536,300.4,309.7,1488,42.2,174,0.00338478124454074,Low
105513,301.3,310.4,1369,50.7,12,0.00338478124454074,Low
3501,300.7,309.6,1664,28.7,105,0.00338478124454074,Low
100429,300.1,310.2,1435,54.2,53,0.00338478124454074,Low
58520,297.4,307.8,1606,54.0,176,0.00338478124454074,Low
38294,297.8,307.8,1547,37.9,33,0.00338478124454074,Low
65086,297.6,308.4,1462,51.2,83,0.00338478124454074,Low
117047,301.4,310.7,1384,55.0,106,0.00338478124454074,Low
47145,304.2,313.5,1740,29.5,166,0.00338478124454074,Low
25152,297.3,308.4,1627,30.7,36,0.00338478124454074,Low
57804,297.7,308.2,1610,33.3,115,0.00338478124454074,Low
84294,298.9,310.2,1527,32.2,104,0.00338478124454074,Low
117732,297.5,308.5,1606,31.1,74,0.00338478124454074,Low
129681,300.9,310.9,1466,32.0,183,0.00338478124454074,Low
84634,297.3,308.6,1589,35.0,213,0.00338478124454074,Low
120947,297.8,307.8,1662,29.4,169,0.00338478124454074,Low
135017,300.5,310.8,1540,37.9,104,0.00338478124454074,Low
7383,296.9,307.8,1556,38.6,202,0.00338478124454074,Low
110251,297.4,308.5,1405,53.2,44,0.00338478124454074,Low
124411,302.4,311.0,1437,42.9,94,0.00338478124454074,Low
41151,300.9,310.8,1555,29.1,14,0.00338478124454074,Low
10030,300.7,309.6,1530,40.2,126,0.00338478124454074,Low
116814,301.8,311.1,1456,45.1,157,0.00338478124454074,Low
111084,299.6,311.1,1721,30.0,210,0.00338478124454074,Low
101561,302.5,311.8,1279,55.9,99,0.00338478124454074,Low
22861,298.2,308.9,1449,45.2,81,0.00338478124454074,Low
176,301.3,311.1,1624,38.5,0,0.00338478124454074,Low
105507,301.4,310.6,1374,47.6,178,0.00338478124454074,Low
120036,297.3,308.7,1387,48.2,148,0.00338478124454074,Low
118885,300.5,311.6,1362,52.0,163,0.00338478124454074,Low
13765,299.5,309.3,1409,46.7,54,0.00338478124454074,Low
11187,297.3,308.3,1410,48.6,23,0.00338478124454074,Low
3744,296.8,307.8,1526,24.6,2,0.00338478124454074,Low
127125,301.9,311.0,1384,58.3,24,0.00338478124454074,Low
83370,300.5,310.7,1413,53.0,123,0.00338478124454074,Low
28352,301.2,310.9,1365,56.2,166,0.00338478124454074,Low
126229,297.5,308.6,1612,32.1,39,0.00338478124454074,Low
114587,298.6,309.7,1332,46.4,76,0.00338478124454074,Low
128980,302.9,312.4,1452,49.1,118,0.00338478124454074,Low
3684,301.4,310.6,1381,46.1,104,0.00338478124454074,Low
86191,297.2,308.1,1527,42.2,152,0.00338478124454074,Low
117531,301.7,310.5,1377,44.9,161,0.00338478124454074,Low
17234,299.8,309.1,1445,41.9,208,0.00338478124454074,Low
32813,297.8,309.8,1533,36.8,92,0.00338478124454074,Low
126355,300.2,309.6,1763,25.3,80,0.00338478124454074,Low
86824,299.3,308.6,1874,22.7,71,0.00338478124454074,Low
73519,302.3,311.2,1489,37.2,35,0.00338478124454074,Low
68932,297.1,308.4,1514,37.2,227,0.00338478124454074,Low
113007,300.2,310.0,1632,36.6,33,0.00338478124454074,Low
105239,299.1,310.2,1474,51.9,27,0.00338478124454074,Low
131118,297.0,308.0,1589,30.4,0,0.00338478124454074,Low
10309,301.2,310.4,1357,52.1,115,0.00338478124454074,Low
131686,300.3,310.4,1630,32.4,46,0.00338478124454074,Low
53548,302.2,310.6,1548,43.9,15,0.00338478124454074,Low
51707,299.0,308.6,1499,38.7,98,0.00338478124454074,Low
35363,302.0,309.9,1448,42.2,146,0.00338478124454074,Low
82072,297.8,307.8,1573,34.4,11,0.00338478124454074,Low
71438,298.8,308.6,1511,36.0,157,0.00338478124454074,Low
86444,300.8,310.7,1339,59.1,203,0.00338478124454074,Low
134493,302.2,311.2,1630,38.0,169,0.00338478124454074,Low
87415,303.5,312.3,1584,35.1,67,0.00338478124454074,Low
66403,301.0,310.7,1473,41.7,114,0.00338478124454074,Low
43417,301.4,310.7,1427,44.2,94,0.00338478124454074,Low
114683,301.2,312.2,1428,36.6,99,0.00338478124454074,Low
24422,299.1,310.0,1513,39.2,27,0.00338478124454074,Low
31424,296.8,307.8,1664,47.1,142,0.00338478124454074,Low
123752,300.3,311.7,1503,39.8,109,0.00338478124454074,Low
129830,302.5,311.1,1754,36.8,208,0.00338478124454074,Low
73535,302.7,312.4,1444,38.2,46,0.00338478124454074,Low
58464,299.0,308.2,1515,44.1,55,0.00338478124454074,Low
92435,301.4,311.2,1605,32.5,52,0.00338478124454074,Low
102387,301.4,311.0,1374,46.6,81,0.00338478124454074,Low
5441,300.1,311.3,1603,35.5,139,0.00338478124454074,Low
102908,297.6,308.3,1640,33.3,79,0.00338478124454074,Low
53855,300.5,309.8,1438,44.5,145,0.00338478124454074,Low
24611,298.5,309.7,1510,40.9,157,0.00338478124454074,Low
9788,301.4,311.0,1631,32.9,152,0.00338478124454074,Low
25968,298.2,309.0,1526,36.9,119,0.00338478124454074,Low
57583,300.7,310.9,1418,46.3,84,0.00338478124454074,Low
15646,297.2,308.7,1456,43.5,189,0.00338478124454074,Low
89592,297.5,308.6,1537,44.7,40,0.00338478124454074,Low
18925,298.9,308.5,1446,23.8,33,0.00338478124454074,Low
67648,300.9,310.7,1711,28.9,199,0.00338478124454074,Low
110288,301.7,310.8,1871,21.0,176,0.00338478124454074,Low
3737,298.5,309.7,1561,35.3,33,0.00338478124454074,Low
11575,298.2,307.6,1446,42.6,82,0.00338478124454074,Low
106386,298.2,308.5,1487,43.4,18,0.00338478124454074,Low
53192,297.4,309.0,1286,51.6,56,0.00338478124454074,Low
16697,302.6,312.0,1521,38.9,89,0.00338478124454074,Low
83612,300.5,311.9,1511,35.9,203,0.00338478124454074,Low
36490,297.3,308.4,1394,53.7,96,0.00338478124454074,Low
12875,300.7,310.9,1474,41.5,73,0.00338478124454074,Low
73265,300.9,311.9,1458,41.3,43,0.00338478124454074,Low
70706,298.7,309.8,1684,30.3,126,0.00338478124454074,Low
81328,300.2,311.5,1561,37.7,128,0.00338478124454074,Low
61248,301.4,310.5,1519,35.5,0,0.00338478124454074,Low
99579,301.9,310.6,1902,24.3,84,0.00338478124454074,Low
111623,299.4,308.7,1697,30.8,173,0.00338478124454074,Low
97443,304.3,313.5,1569,42.0,2,0.00338478124454074,Low
40125,301.1,310.9,1396,30.3,12,0.00338478124454074,Low
55575,299.6,309.0,1586,30.5,50,0.00338478124454074,Low
113904,300.9,310.7,1449,57.5,16,0.00338478124454074,Low
128943,297.3,308.7,1577,40.2,133,0.00338478124454074,Low
133489,303.7,313.0,1598,37.1,209,0.00338478124454074,Low
11340,301.7,311.3,1418,44.5,149,0.00338478124454074,Low
130086,297.6,307.1,1258,54.6,14,0.00338478124454074,Low
12367,300.6,311.5,1539,36.7,0,0.00338478124454074,Low
18969,297.6,308.4,1592,38.2,84,0.00338478124454074,Low
111785,300.5,309.9,1350,54.0,148,0.00338478124454074,Low
10684,300.6,310.1,1485,38.6,19,0.00338478124454074,Low
7818,298.4,309.7,1477,39.8,165,0.00338478124454074,Low
99438,302.8,311.2,1496,37.7,87,0.00338478124454074,Low
86138,300.8,310.7,1577,37.9,227,0.00338478124454074,Low
78846,300.2,311.6,1466,43.5,153,0.00338478124454074,Low
103052,301.4,310.7,1617,31.5,23,0.00338478124454074,Low
18063,299.6,309.2,1470,39.1,110,0.00338478124454074,Low
7535,299.7,309.2,1734,28.9,199,0.00338478124454074,Low
134252,302.7,310.6,1578,36.8,4,0.00338478124454074,Low
68343,300.7,311.0,1452,41.9,126,0.00338478124454074,Low
58539,297.9,307.7,1505,45.8,94,0.00338478124454074,Low
43293,298.2,308.0,1411,47.2,101,0.00338478124454074,Low
87838,297.1,307.9,2129,16.8,159,0.00338478124454074,Low
123904,297.2,308.3,1522,45.8,105,0.00338478124454074,Low
13464,297.4,308.6,1409,47.3,116,0.00338478124454074,Low
110862,297.7,309.9,1469,43.0,40,0.00338478124454074,Low
131176,298.2,308.8,1568,31.5,30,0.00338478124454074,Low
91926,297.9,307.6,1490,37.6,180,0.00338478124454074,Low
42313,301.8,309.7,1635,35.9,204,0.00338478124454074,Low
131699,299.9,309.5,1736,26.6,132,0.00338478124454074,Low
46876,300.7,310.6,1571,38.3,33,0.00338478124454074,Low
16557,297.4,308.4,1362,62.4,66,0.00338478124454074,Low
132790,301.5,310.5,1561,38.3,79,0.00338478124454074,Low
32173,299.8,309.5,1589,35.6,158,0.00338478124454074,Low
84896,297.5,308.5,1610,33.6,115,0.00338478124454074,Low
121067,298.5,309.8,1743,26.4,150,0.00338478124454074,Low
26176,298.2,307.8,1377,52.8,134,0.00338478124454074,Low
135447,300.1,310.2,1373,45.7,55,0.00338478124454074,Low
55973,300.4,309.7,1616,31.8,181,0.00338478124454074,Low
8006,299.0,308.7,1426,38.6,94,0.00338478124454074,Low
22279,300.6,310.5,1479,47.7,120,0.00338478124454074,Low
127823,301.4,310.8,1434,44.3,21,0.00338478124454074,Low
111999,299.9,309.4,1436,51.6,158,0.00338478124454074,Low
99004,300.8,309.7,1657,31.1,151,0.00338478124454074,Low
94000,298.6,309.8,1332,48.7,76,0.00338478124454074,Low
123968,302.4,311.8,1761,28.1,179,0.00338478124454074,Low
89385,298.3,309.0,1471,54.4,91,0.00338478124454074,Low
41698,297.6,308.5,1645,31.2,85,0.00338478124454074,Low
64799,297.3,308.4,1618,29.4,64,0.00338478124454074,Low
54362,299.4,309.0,1496,43.4,67,0.00338478124454074,Low
31488,301.6,310.9,1790,24.8,195,0.00338478124454074,Low
97498,301.5,310.5,1470,44.7,155,0.00338478124454074,Low
101997,302.5,312.2,1501,38.7,30,0.00338478124454074,Low
31937,298.6,309.4,1560,37.9,37,0.00338478124454074,Low
38481,300.8,312.4,1473,42.9,98,0.00338478124454074,Low
108106,301.6,310.6,1550,36.3,79,0.00338478124454074,Low
56393,298.1,307.8,1540,40.2,113,0.00338478124454074,Low
87338,300.9,310.8,1412,57.5,16,0.00338478124454074,Low
88514,296.9,307.6,1427,32.0,10,0.00338478124454074,Low
78569,297.3,308.1,1578,36.6,145,0.00338478124454074,Low
55463,298.8,310.1,1693,28.8,68,0.00338478124454074,Low
136032,298.6,309.8,1530,38.6,161,0.00338478124454074,Low
92503,298.8,310.0,1515,42.9,47,0.00338478124454074,Low
77421,300.7,310.5,1594,31.0,135,0.00338478124454074,Low
95784,299.7,308.9,1418,49.0,87,0.00338478124454074,Low
31334,302.3,310.9,1581,43.4,109,0.00338478124454074,Low
75279,300.7,312.4,1459,47.2,74,0.00338478124454074,Low
5575,300.5,311.6,1667,30.1,102,0.00338478124454074,Low
63521,297.4,308.6,1609,41.5,104,0.00338478124454074,Low
102695,301.3,310.1,1381,46.8,193,0.00338478124454074,Low
86204,298.1,307.7,1728,26.8,104,0.00338478124454074,Low
24550,298.9,308.9,1498,35.0,189,0.00338478124454074,Low
106730,300.9,310.4,1422,41.7,180,0.00338478124454074,Low
46949,298.3,309.9,1544,30.2,115,0.00338478124454074,Low
110943,300.3,311.7,1515,37.5,171,0.00338478124454074,Low
120953,298.9,308.9,1685,28.1,215,0.00338478124454074,Low
69191,298.7,309.7,1423,43.7,108,0.00338478124454074,Low
40597,297.5,308.2,1476,45.6,19,0.00338478124454074,Low
20886,299.5,310.0,1695,32.8,101,0.00338478124454074,Low
115444,297.9,307.6,1504,42.4,195,0.00338478124454074,Low
62390,297.9,308.9,1384,49.3,54,0.00338478124454074,Low
71334,297.9,309.0,1540,39.2,106,0.00338478124454074,Low
76910,300.7,309.6,1580,39.9,98,0.00338478124454074,Low
99095,299.2,309.1,1587,37.0,4,0.00338478124454074,Low
93743,298.4,309.4,1548,34.0,119,0.00338478124454074,Low
44815,298.0,308.7,1429,42.7,203,0.00338478124454074,Low
105527,297.4,308.6,1492,39.1,131,0.00338478124454074,Low
122380,303.9,313.1,1790,26.7,181,0.00338478124454074,Low
27311,302.5,310.9,1471,44.8,197,0.00338478124454074,Low
61649,301.8,310.8,1471,41.2,0,0.00338478124454074,Low
47102,298.6,308.7,1450,43.9,28,0.00338478124454074,Low
74828,297.7,308.8,1388,49.6,190,0.00338478124454074,Low
127843,301.3,311.0,1562,33.7,171,0.00338478124454074,Low
116035,299.2,308.4,1393,54.9,33,0.00338478124454074,Low
107578,300.2,311.4,1450,38.5,96,0.00338478124454074,Low
84161,299.2,309.1,1432,42.4,191,0.00338478124454074,Low
18930,300.3,309.2,1532,42.0,171,0.00338478124454074,Low
98613,298.3,308.5,1606,32.2,67,0.00338478124454074,Low
80682,302.3,310.7,1430,43.8,155,0.00338478124454074,Low
121850,301.9,310.3,1376,54.8,171,0.00338478124454074,Low
89853,302.2,311.3,1434,43.0,24,0.00338478124454074,Low
81127,297.4,308.3,1370,52.4,137,0.00338478124454074,Low
48331,297.4,308.4,1564,41.9,41,0.00338478124454074,Low
77368,297.2,308.4,1474,39.2,150,0.00338478124454074,Low
61253,299.0,310.3,1597,33.4,148,0.00338478124454074,Low
12394,302.3,311.7,1664,34.9,139,0.00338478124454074,Low
10112,296.9,307.9,1489,39.7,135,0.00338478124454074,Low
5579,300.8,310.7,1515,36.9,26,0.00338478124454074,Low
16168,300.7,310.0,1525,42.0,192,0.00338478124454074,Low
109636,300.6,310.5,1620,35.0,96,0.00338478124454074,Low
130375,298.6,309.5,1684,45.0,44,0.00338478124454074,Low
31455,299.2,308.5,1388,47.5,156,0.00338478124454074,Low
73400,299.6,309.2,1560,33.3,71,0.00338478124454074,Low
2632,300.0,311.4,1384,54.0,73,0.00338478124454074,Low
127126,299.0,308.6,1426,42.2,0,0.00338478124454074,Low
81851,299.2,309.0,1597,30.3,119,0.00338478124454074,Low
57863,299.3,308.6,1523,50.6,204,0.00338478124454074,Low
24982,297.2,308.1,1423,50.3,138,0.00338478124454074,Low
20519,299.8,310.6,1791,27.7,98,0.00338478124454074,Low
42866,298.6,309.5,1445,41.2,47,0.00338478124454074,Low
116535,298.4,309.3,1395,48.9,122,0.00338478124454074,Low
127333,300.5,311.4,1445,46.7,13,0.00338478124454074,Low
130675,298.4,307.8,1627,35.0,80,0.00338478124454074,Low
26531,300.9,312.0,1500,49.7,188,0.00338478124454074,Low
58246,303.7,312.3,1530,37.3,190,0.00338478124454074,Low
33870,300.6,311.2,1399,39.0,87,0.00338478124454074,Low
22759,298.2,308.7,1683,29.1,162,0.00338478124454074,Low
10600,299.8,309.3,1399,50.4,168,0.00338478124454074,Low
107840,300.7,311.2,1539,36.1,56,0.00338478124454074,Low
3437,303.7,312.5,1397,54.9,185,0.00338478124454074,Low
135380,297.4,308.2,1463,44.7,191,0.00338478124454074,Low
31314,300.9,310.7,1389,40.1,214,0.00338478124454074,Low
90412,298.5,308.7,1456,45.9,179,0.00338478124454074,Low
17645,304.2,313.5,1434,39.7,17,0.00338478124454074,Low
9889,298.8,309.9,1486,49.0,126,0.00338478124454074,Low
67067,297.9,309.1,1513,37.0,9,0.00338478124454074,Low
121159,297.7,308.5,1456,45.4,84,0.00338478124454074,Low
24932,300.1,309.7,1490,38.6,15,0.00338478124454074,Low
128241,297.2,308.5,1621,32.0,39,0.00338478124454074,Low
91195,298.5,309.7,1633,32.1,74,0.00338478124454074,Low
565,300.0,309.6,1463,45.1,196,0.00338478124454074,Low
99671,301.3,311.2,1341,53.5,208,0.00338478124454074,Low
117246,297.4,308.2,1405,47.9,211,0.00338478124454074,Low
27790,300.3,311.3,1487,36.9,71,0.00338478124454074,Low
129979,300.5,309.9,1382,46.5,9,0.00338478124454074,Low
75994,300.7,310.5,1491,40.7,19,0.00338478124454074,Low
108346,297.3,308.2,1490,41.0,59,0.00338478124454074,Low
89308,299.6,309.4,1559,35.8,7,0.00338478124454074,Low
52187,300.3,309.6,1664,28.8,61,0.00338478124454074,Low
25932,299.8,309.8,1372,39.6,105,0.00338478124454074,Low
76659,296.6,307.5,1485,47.5,76,0.00338478124454074,Low
26762,302.0,311.3,1663,32.5,15,0.00338478124454074,Low
82784,300.5,309.8,1448,53.5,153,0.00338478124454074,Low
42391,299.4,308.6,1541,36.6,215,0.00338478124454074,Low
24631,299.0,310.4,1303,68.6,111,0.00338478124454074,Low
54650,299.6,308.9,1567,35.6,161,0.00338478124454074,Low
18564,300.2,311.6,1513,39.3,157,0.00338478124454074,Low
52815,301.3,311.0,1634,31.0,148,0.00338478124454074,Low
113455,298.9,310.2,1419,48.1,126,0.00338478124454074,Low
83480,300.0,311.4,1604,38.7,124,0.00338478124454074,Low
83474,303.4,312.9,1389,54.1,38,0.00338478124454074,Low
27065,300.5,312.0,1491,43.1,115,0.00338478124454074,Low
37749,297.9,309.2,1435,42.8,171,0.00338478124454074,Low
37737,298.8,309.8,1689,32.4,124,0.00338478124454074,Low
65554,297.6,308.7,1614,28.2,186,0.00338478124454074,Low
42412,299.2,310.6,1446,41.1,97,0.00338478124454074,Low
30007,298.9,310.2,1528,42.7,179,0.00338478124454074,Low
58641,298.1,309.2,1435,45.2,125,0.00338478124454074,Low
33414,301.3,311.1,1403,55.2,130,0.00338478124454074,Low
74141,297.3,307.9,1519,47.7,80,0.00338478124454074,Low
72892,301.9,311.0,1403,44.9,24,0.00338478124454074,Low
41371,300.2,309.5,1500,40.4,89,0.00338478124454074,Low
135427,300.4,309.6,1469,39.7,121,0.00338478124454074,Low
84636,299.8,309.4,1460,38.6,25,0.00338478124454074,Low
100814,298.2,309.4,1528,38.7,101,0.00338478124454074,Low
93004,297.4,309.0,1510,38.5,64,0.00338478124454074,Low
87233,299.3,309.1,1453,42.1,24,0.00338478124454074,Low
41292,301.5,310.6,1356,45.2,212,0.00338478124454074,Low
85535,300.9,310.6,1386,52.7,135,0.00338478124454074,Low
115637,301.1,310.1,1534,34.0,25,0.00338478124454074,Low
41152,300.0,309.3,1473,42.0,173,0.00338478124454074,Low
2999,300.1,309.0,1453,41.2,179,0.00338478124454074,Low
49980,301.7,310.7,1744,29.1,9,0.00338478124454074,Low
82991,297.2,308.3,1393,59.0,64,0.00338478124454074,Low
122479,298.2,308.2,1536,36.3,59,0.00338478124454074,Low
88280,299.2,308.9,1342,50.8,150,0.00338478124454074,Low
61066,297.4,308.4,1709,30.7,176,0.00338478124454074,Low
43024,301.3,311.0,1414,51.9,104,0.00338478124454074,Low
76238,299.3,308.8,1538,40.2,152,0.00338478124454074,Low
24296,301.9,310.4,1471,49.4,163,0.00338478124454074,Low
129012,297.4,308.5,1486,38.8,60,0.00338478124454074,Low
85414,300.1,309.2,1349,58.1,77,0.00338478124454074,Low
92574,301.0,311.9,1983,20.4,198,0.00338478124454074,Low
93230,299.5,309.4,2182,16.9,158,0.00338478124454074,Low
113684,298.6,310.0,1555,40.1,70,0.00338478124454074,Low
42738,300.2,311.7,1410,51.4,168,0.00338478124454074,Low
122223,300.4,309.6,1433,50.7,174,0.00338478124454074,Low
62988,299.7,309.0,1705,30.1,153,0.00338478124454074,Low
10626,300.8,311.0,1469,40.0,209,0.00338478124454074,Low
6700,298.6,309.9,1564,34.3,47,0.00338478124454074,Low
38915,300.5,310.3,1435,45.5,9,0.00338478124454074,Low
15097,299.8,310.3,1491,40.4,33,0.00338478124454074,Low
121475,300.7,311.1,1445,48.6,172,0.00338478124454074,Low
79299,301.3,310.1,1442,53.6,193,0.00338478124454074,Low
37036,297.6,308.8,1539,40.2,166,0.00338478124454074,Low
77280,301.0,312.3,1555,32.7,105,0.00338478124454074,Low
69038,301.7,310.7,1521,32.4,178,0.00338478124454074,Low
110764,296.8,307.6,1547,35.5,179,0.00338478124454074,Low
25849,297.6,309.5,1486,40.2,18,0.00338478124454074,Low
46961,300.7,310.6,1483,45.2,160,0.00338478124454074,Low
42965,299.9,309.7,1418,41.7,59,0.00338478124454074,Low
103261,301.4,310.7,1657,31.6,106,0.00338478124454074,Low
14605,301.8,310.6,1522,47.8,70,0.00338478124454074,Low
76791,297.2,308.3,1559,34.2,113,0.00338478124454074,Low
124619,298.3,309.0,1505,34.0,89,0.00338478124454074,Low
22381,299.5,309.4,1357,32.8,59,0.00338478124454074,Low
508,300.5,312.0,1676,29.2,103,0.00338478124454074,Low
52560,297.4,308.5,1468,44.6,119,0.00338478124454074,Low
47497,297.5,308.7,1519,37.7,156,0.00338478124454074,Low
36000,301.0,312.2,1776,45.9,96,0.00338478124454074,Low
84425,297.4,308.9,1567,35.8,163,0.00338478124454074,Low
97183,297.6,308.7,1279,56.7,125,0.00338478124454074,Low
66927,300.5,311.0,1570,28.3,13,0.00338478124454074,Low
111167,297.7,308.6,1529,40.1,104,0.00338478124454074,Low
14094,299.3,311.0,1476,37.7,67,0.00338478124454074,Low
95936,298.9,310.0,1637,37.5,5,0.00338478124454074,Low
69139,302.3,311.6,1425,44.9,137,0.00338478124454074,Low
112129,303.7,313.1,1448,43.7,211,0.00338478124454074,Low
105908,301.3,310.1,1344,54.8,186,0.00338478124454074,Low
105708,301.7,311.0,1441,44.3,208,0.00338478124454074,Low
106696,303.6,311.7,1532,37.6,64,0.00338478124454074,Low
113123,303.5,312.7,1623,29.3,32,0.00338478124454074,Low
2446,301.7,311.2,1593,34.5,166,0.00338478124454074,Low
67217,300.5,309.6,1776,42.4,148,0.00338478124454074,Low
126320,298.2,307.9,1575,42.3,139,0.00338478124454074,Low
124946,298.0,308.0,1401,54.8,92,0.00338478124454074,Low
103156,297.3,308.1,1506,45.9,150,0.00338478124454074,Low
67611,299.4,308.7,1489,37.3,114,0.00338478124454074,Low
74839,300.7,311.0,1496,38.8,99,0.00338478124454074,Low
61676,300.6,309.3,1623,33.7,15,0.00338478124454074,Low
113972,298.6,308.2,1529,35.0,64,0.00338478124454074,Low
87045,300.3,310.4,1486,41.5,193,0.00338478124454074,Low
18172,300.6,310.3,1493,37.7,19,0.00338478124454074,Low
94547,298.4,308.6,1571,38.5,124,0.00338478124454074,Low
63187,301.4,310.6,1630,36.3,2,0.00338478124454074,Low
3041,301.2,311.2,1548,36.0,0,0.00338478124454074,Low
111986,300.7,310.0,1367,47.7,167,0.00338478124454074,Low
30500,297.4,308.5,1423,43.2,179,0.00338478124454074,Low
115197,301.5,309.9,1449,48.1,81,0.00338478124454074,Low
14276,299.8,309.6,1638,31.7,119,0.00338478124454074,Low
113596,300.1,309.2,1551,37.3,28,0.00338478124454074,Low
85160,301.0,312.0,1492,39.3,197,0.00338478124454074,Low
71574,300.9,310.9,1497,56.9,0,0.00338478124454074,Low
99321,298.5,308.0,1571,39.4,50,0.00338478124454074,Low
104817,300.4,312.0,1452,43.0,117,0.00338478124454074,Low
43839,302.5,312.0,1725,30.9,5,0.00338478124454074,Low
27551,297.4,308.4,1383,44.1,24,0.00338478124454074,Low
13132,303.6,311.8,1506,37.8,110,0.00338478124454074,Low
