id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
133462,L52680,L,302.7,312.1,1527,37.5,44,0,0,0,0,0,0
19033,L54676,L,300.3,311.8,1421,42.0,215,0,0,0,0,0,0
39483,L50296,L,300.1,309.2,1563,36.1,40,0,0,0,0,0,0
34047,L48755,L,298.2,308.4,1644,32.0,168,0,0,0,0,0,0
67624,L50586,L,301.2,310.4,1470,53.6,113,0,0,0,0,0,0
119970,L51585,L,302.4,310.2,1398,52.7,194,0,1,0,1,0,1
123823,M24321,M,298.4,309.2,1685,33.3,0,0,0,0,0,0,0
98259,L57070,L,298.8,309.5,1356,56.3,171,0,0,0,0,0,0
12606,L48345,L,297.1,308.1,1487,47.0,0,0,0,0,0,0,0
92136,L47938,L,296.7,308.1,1371,54.3,76,0,0,0,0,0,0
59419,L53945,L,301.3,310.8,1580,32.3,11,0,0,0,0,0,0
5134,H35511,H,300.9,310.8,1559,38.4,31,0,0,0,0,0,0
2557,M23789,M,297.4,308.4,1620,39.0,215,0,0,0,0,0,0
33445,L50657,L,301.8,310.7,1462,39.6,139,0,0,0,0,0,0
39704,L50946,L,302.3,311.1,1555,37.5,181,0,0,0,0,0,0
6233,L56713,L,299.2,310.3,1705,29.5,95,0,0,0,0,0,0
58305,L53815,L,301.4,310.5,1396,45.1,119,0,0,0,0,0,0
63500,M17161,M,299.2,308.7,1417,47.5,138,0,0,0,0,0,0
79234,L50232,L,300.2,309.3,1658,32.7,59,0,0,0,0,0,0
31405,L54260,L,300.7,310.4,1543,47.3,190,0,0,0,0,0,0
36736,M21202,M,300.2,309.7,1325,47.5,3,0,0,0,0,0,0
16020,M23439,M,298.3,309.4,1615,32.8,96,0,0,0,0,0,0
75601,L53956,L,301.3,310.6,1451,44.5,40,0,0,0,0,0,0
57025,L49864,L,299.9,309.4,1258,54.8,26,0,0,0,0,0,0
16304,H37810,H,298.6,309.6,1572,33.6,92,0,0,0,0,0,0
134870,L53658,L,300.5,309.8,1378,45.8,145,0,0,0,0,0,0
67369,L47183,L,298.2,308.6,1507,44.5,7,0,0,0,0,0,0
48409,L47658,L,297.4,309.0,1833,22.6,98,0,0,0,0,0,0
71242,M23303,M,298.6,309.9,1448,32.3,6,0,0,0,0,0,0
16353,L48238,L,296.7,307.7,1465,46.6,128,0,0,0,0,0,0
120042,L54196,L,300.6,310.6,1509,43.1,31,0,0,0,0,0,0
134243,L49776,L,299.0,308.7,1426,49.0,16,0,0,0,0,0,0
119907,M18409,M,301.7,310.9,1427,41.9,43,0,0,0,0,0,0
79700,M24102,M,298.1,308.9,1474,40.8,163,0,0,0,0,0,0
15670,L53099,L,300.6,310.1,1560,31.5,25,0,0,0,0,0,0
32062,L49050,L,298.0,308.6,1497,38.9,85,0,0,0,0,0,0
107094,L50096,L,300.5,309.4,1452,48.2,137,0,0,0,0,0,0
65410,L57074,L,298.8,309.8,1345,47.5,169,0,0,0,0,0,0
35417,L48466,L,298.0,309.6,1582,37.4,92,0,0,0,0,0,0
86390,H30402,H,296.3,307.2,1774,25.9,154,0,0,0,0,0,0
6342,M17014,M,299.3,308.9,1577,34.9,188,0,0,0,0,0,0
126360,M21516,M,301.4,310.4,1553,41.7,173,0,0,0,0,0,0
104952,L48929,L,298.0,307.8,1417,50.2,59,0,0,0,0,0,0
114788,L49125,L,298.1,308.1,1518,32.8,65,0,0,0,0,0,0
26174,L53422,L,301.0,310.4,1432,46.7,173,0,0,0,0,0,0
130876,M23200,M,298.8,309.6,1480,38.1,139,0,0,0,0,0,0
122555,L54108,L,301.1,311.3,1488,41.5,9,0,0,0,0,0,0
134054,M19148,M,301.7,310.1,1641,31.0,195,0,0,0,0,0,0
28627,L55626,L,298.6,309.9,1482,42.1,15,0,0,0,0,0,0
900,M23453,M,297.4,308.4,1722,30.0,64,0,0,0,0,0,0
27809,L56037,L,297.7,308.9,1333,59.1,24,0,0,0,0,0,0
120644,L53589,L,301.1,310.0,1488,43.9,182,0,0,0,0,0,0
82200,M23208,M,298.7,309.6,1603,31.8,76,0,0,0,0,0,0
118206,L49659,L,299.0,308.5,1493,38.5,159,0,0,0,0,0,0
59184,M18633,M,302.2,311.0,1687,26.6,197,0,0,0,0,0,0
41851,L54172,L,300.7,311.1,1821,24.0,174,0,0,0,0,0,0
3836,M22764,M,300.5,311.9,1430,54.1,0,0,0,0,0,0,0
113277,H32389,H,300.7,309.5,1630,29.3,63,0,0,0,0,0,0
52387,L56231,L,297.4,308.3,1296,24.6,79,0,0,0,0,0,0
30275,L48723,L,298.3,308.8,1559,34.5,179,0,0,0,0,0,0
53726,L48772,L,298.2,308.8,1646,36.2,211,0,0,0,0,0,0
101154,L54861,L,300.7,311.8,1743,28.0,9,0,0,0,0,0,0
5988,L51088,L,302.2,311.3,1633,39.6,114,0,0,0,0,0,0
135938,L47894,L,297.4,308.6,1609,42.8,116,0,0,0,0,0,0
32114,L49264,L,299.5,309.3,1429,42.6,127,0,0,0,0,0,0
107010,L56076,L,297.4,308.7,1234,60.9,131,0,0,0,0,0,0
6720,L48733,L,298.0,308.8,1523,59.1,174,0,0,0,0,0,0
53963,M24302,M,298.0,308.8,1394,47.9,70,0,0,0,0,0,0
71501,M20956,M,300.9,310.8,1448,43.2,26,0,0,0,0,0,0
117381,L51033,L,302.3,311.0,1704,29.6,98,0,0,0,0,0,0
126169,L53894,L,301.3,310.6,1501,53.8,90,0,0,0,0,0,0
115463,H31666,H,299.3,308.7,1837,23.4,171,0,0,0,0,0,0
123501,L50644,L,301.7,310.7,1492,45.5,98,0,0,0,0,0,0
125261,L55983,L,297.4,308.5,1486,48.6,96,0,0,0,0,0,0
60186,H30851,H,298.9,310.3,1620,31.8,40,0,0,0,0,0,1
99900,L54702,L,300.1,311.5,1468,44.7,26,0,0,0,0,0,0
16036,L52666,L,302.6,312.1,1493,43.0,198,0,0,0,0,0,0
20074,M19492,M,302.9,311.2,1434,53.7,200,0,0,0,0,0,0
119888,L49271,L,299.5,309.4,1433,39.9,22,0,0,0,0,0,0
87707,L54266,L,300.6,310.4,1517,40.0,203,0,0,0,0,0,0
62253,L48891,L,298.2,307.7,1355,51.3,70,0,0,0,0,0,0
60773,M22046,M,300.2,310.3,1355,46.3,41,0,0,0,0,0,0
129664,M21755,M,300.9,311.6,1387,52.3,142,0,0,0,0,0,0
89823,L55232,L,300.5,311.9,1408,45.7,54,0,0,0,0,0,0
90712,L54470,L,300.2,310.5,1408,42.2,59,0,0,0,0,0,0
96649,L54063,L,300.9,311.3,1395,53.4,90,0,0,0,0,0,0
14099,L51854,L,303.4,311.6,1555,32.8,69,0,0,0,0,0,0
53583,M20689,M,301.2,311.1,1452,43.7,7,0,0,0,0,0,0
77781,L49639,L,299.0,308.5,1297,53.2,110,0,0,0,0,0,0
70719,L48486,L,298.8,310.0,1530,35.8,152,0,0,0,0,0,0
61153,H31178,H,298.2,307.6,1385,46.3,174,0,0,0,0,0,0
112584,M19457,M,303.1,311.2,1490,31.9,108,0,0,0,0,0,0
79531,L50500,L,301.5,310.5,1612,32.6,112,0,0,0,0,0,0
70140,L48586,L,298.8,310.1,1565,41.6,53,0,0,0,0,0,0
86063,L55891,L,297.1,308.5,1553,42.5,50,0,0,0,0,0,0
122947,L51540,L,302.1,310.1,1447,38.8,164,0,0,0,0,0,0
129030,L53661,L,300.7,309.8,1775,29.1,151,0,0,0,0,0,0
46946,L54714,L,300.2,311.2,1550,37.5,24,0,0,0,0,0,0
117330,L51171,L,302.3,311.2,1594,34.4,174,0,0,0,0,0,0
116539,M24285,M,298.1,308.7,1406,47.3,27,0,0,0,0,0,0
28723,M19825,M,303.5,312.7,1379,45.7,90,0,0,0,0,0,0
75794,L48844,L,298.2,308.0,1430,43.5,181,0,0,0,0,0,0
97965,L54020,L,301.1,311.1,1799,51.6,206,0,0,0,0,0,0
111172,L55346,L,299.7,311.1,1603,31.4,33,0,0,0,0,0,0
48404,L50478,L,301.2,310.3,1565,38.1,48,0,0,0,0,0,0
110544,L47398,L,298.3,308.6,1423,44.8,144,0,0,0,0,0,0
98484,H30792,H,298.8,310.2,1455,44.9,54,0,0,0,0,0,0
13156,L47757,L,297.7,309.7,1577,37.7,196,0,0,0,0,0,0
133120,L48892,L,298.2,307.8,1567,37.7,70,0,0,0,0,0,0
105597,H37110,H,300.6,311.5,1595,32.2,12,0,0,0,0,0,0
64470,M21490,M,301.5,310.5,1454,44.5,141,0,0,0,0,0,0
108472,M24113,M,298.2,309.0,1356,40.5,176,0,0,0,0,0,0
57191,M17851,M,300.5,309.7,1428,50.9,173,0,0,0,0,0,0
103184,L56449,L,298.2,308.8,1446,43.4,18,0,0,0,0,0,0
55148,L53137,L,300.7,310.8,1637,35.8,57,0,0,0,0,0,0
102035,M16381,M,298.2,308.8,1379,53.6,33,0,0,0,0,0,1
64095,M21809,M,300.7,311.4,1708,30.2,63,0,0,0,0,0,0
33300,L53441,L,301.1,310.6,1417,34.3,10,0,0,0,0,0,0
87699,L53040,L,301.3,310.9,1469,41.9,9,0,0,0,0,0,0
21984,L56449,L,298.2,308.8,1258,60.9,32,0,0,0,0,0,0
129309,L49674,L,299.1,308.8,1654,30.7,207,0,0,0,0,0,1
97337,L54045,L,301.1,311.4,1801,27.7,47,0,0,0,0,0,0
38707,L53572,L,300.1,309.6,1481,43.1,139,0,0,0,0,0,0
74035,L56367,L,297.9,309.0,1562,35.0,27,0,0,0,0,0,0
38608,L55254,L,300.1,312.0,1631,34.9,115,0,0,0,0,0,0
116455,L56168,L,297.2,307.9,1479,45.9,142,0,0,0,0,0,0
106167,L54269,L,300.6,310.2,1498,39.4,3,0,0,0,0,0,0
4603,M21294,M,300.0,309.9,1434,38.5,0,0,0,0,0,0,0
84352,L50603,L,301.5,310.4,1501,35.2,144,0,0,0,0,0,0
129749,M20700,M,301.3,311.2,2237,18.8,67,0,0,0,0,0,0
60252,L49857,L,299.8,309.5,1573,39.6,10,0,0,0,0,0,0
31006,L47395,L,298.3,308.6,1410,46.3,54,0,0,0,0,0,0
118737,L47894,L,297.4,308.6,1363,56.2,0,0,0,0,0,0,0
26811,L50373,L,300.1,309.0,1401,42.1,0,0,0,0,0,0,0
123007,L55970,L,297.4,308.5,1453,43.9,47,0,0,0,0,0,0
122559,M16374,M,298.2,308.8,1531,37.6,12,0,0,0,0,0,0
77237,L50488,L,301.4,310.4,1457,41.4,86,0,0,0,0,0,0
125953,L57033,L,298.6,309.4,1517,40.0,63,0,0,0,0,0,0
68063,M22809,M,300.7,311.9,1450,47.5,23,0,0,0,0,0,0
54655,L49533,L,299.2,308.4,1742,32.4,40,0,0,0,0,0,0
30442,L48631,L,298.9,310.4,1369,54.4,176,0,0,0,0,0,0
47422,L52364,L,304.0,313.0,2144,17.0,113,0,0,0,0,0,0
65487,L50157,L,300.4,309.4,1395,52.9,101,0,0,0,0,0,0
32213,L51270,L,302.0,310.4,1583,45.8,133,0,0,0,0,0,0
4432,L54071,L,301.0,311.6,1531,40.1,129,0,0,0,0,0,0
122213,L54861,L,300.5,311.6,1466,43.4,80,0,0,0,0,0,0
4720,L47967,L,296.9,308.1,1459,47.1,62,0,0,0,0,0,0
102305,L54358,L,300.1,310.3,1470,43.1,23,0,0,0,0,0,0
104376,L56798,L,299.1,310.0,1416,45.9,87,0,0,0,0,0,0
97955,L49521,L,299.2,308.2,1569,35.3,50,0,0,0,0,0,0
52097,L52005,L,303.4,311.8,1628,30.9,18,0,0,0,0,0,0
104458,M24697,M,298.4,309.2,1379,43.6,8,0,0,0,0,0,0
46845,L55950,L,297.4,308.5,1680,32.8,200,0,0,0,0,0,0
99829,M15664,M,296.9,307.9,1357,46.2,197,0,0,0,0,0,0
93616,L53132,L,300.7,310.8,1498,40.7,158,0,0,0,0,0,0
87035,M20589,M,302.2,311.6,1748,27.8,197,0,0,0,0,0,0
131010,M19279,M,302.6,310.2,1631,31.8,84,0,0,0,0,0,0
25623,L48143,L,295.8,306.6,1621,31.6,173,0,0,0,0,0,0
95939,L50705,L,301.8,310.9,1359,54.6,182,0,0,0,1,0,1
127634,L52116,L,303.5,312.4,1559,70.6,94,0,0,1,0,0,1
26421,L48892,L,298.5,307.9,1551,33.8,72,0,0,0,0,0,0
124213,M17553,M,300.1,309.5,1634,31.1,104,0,0,0,0,0,0
28219,L49210,L,298.7,308.6,1400,49.5,79,0,0,0,0,0,0
133626,M17647,M,300.3,309.5,1524,38.4,87,0,0,0,0,0,0
23267,L49454,L,299.3,308.5,1548,43.9,105,0,0,0,0,0,0
136127,M21202,M,300.3,309.8,1546,42.0,55,0,0,0,0,0,0
128498,H34780,H,303.1,312.6,1634,31.9,52,0,0,0,0,0,0
121687,L55800,L,297.6,308.5,1528,42.4,24,0,0,0,0,0,0
58882,L47367,L,298.2,308.4,1379,43.1,104,0,0,0,0,0,0
56584,L51551,L,302.0,309.8,1464,41.9,199,0,0,0,0,0,0
89967,L53142,L,300.5,310.8,1664,28.3,146,0,0,0,0,0,0
57867,M15067,M,298.4,308.7,1412,48.9,119,0,0,0,0,0,0
107834,M18097,M,300.9,309.5,1487,43.2,0,0,0,0,0,0,0
37998,M15804,M,295.7,306.3,1383,50.7,43,0,0,0,0,0,0
83459,L48446,L,298.0,309.6,2540,12.8,62,0,0,1,0,0,1
29565,M24350,M,298.6,309.4,1462,40.2,149,0,0,0,0,0,0
106864,L56673,L,299.1,309.8,1583,41.8,74,0,0,0,0,0,0
116797,L56495,L,298.5,309.1,1517,38.5,153,0,0,0,0,0,0
100744,M18082,M,300.1,309.1,1466,44.6,166,0,0,0,0,0,0
117466,L50299,L,300.1,309.4,1425,50.7,26,0,0,0,0,0,0
80336,M16692,M,297.8,307.4,1330,49.9,110,0,0,0,0,0,0
130565,L51073,L,302.3,311.1,1512,40.6,66,0,0,0,0,0,0
28287,L49668,L,299.2,308.5,1555,37.3,137,0,0,0,0,0,0
46889,L55256,L,300.3,311.8,1422,44.2,119,0,0,0,0,0,0
80041,L47285,L,298.8,308.7,1591,31.1,98,0,0,0,0,0,0
33570,L51760,L,302.7,311.2,1660,31.8,160,0,0,0,0,0,0
121809,L53110,L,300.6,310.8,1473,51.4,125,0,0,0,0,0,0
19848,M15171,M,298.0,308.5,1858,24.6,165,0,0,0,0,0,0
60780,M24206,M,298.3,308.9,1626,40.4,20,0,0,0,0,0,0
67939,L54300,L,300.9,310.5,2288,30.1,85,0,0,0,0,0,0
502,L54258,L,300.7,310.5,1434,42.4,57,0,0,0,0,0,0
69324,L49056,L,298.3,308.0,1501,42.0,98,0,0,0,0,0,0
83986,L53845,L,301.3,310.4,1557,36.1,191,0,0,0,0,0,0
51087,L53056,L,301.5,311.1,1426,52.1,0,0,0,0,0,0,0
7293,M22687,M,299.8,311.8,1460,43.7,170,0,0,0,0,0,0
37349,L54138,L,300.6,311.7,1475,40.3,87,0,0,0,0,0,0
6047,L53852,L,301.6,310.8,1536,34.4,214,0,0,0,0,0,0
10763,M15568,M,297.6,308.8,1457,44.4,101,0,0,0,0,0,0
46435,L54255,L,300.7,310.5,1366,54.2,192,0,0,0,0,0,0
43315,M16408,M,298.3,308.8,1459,46.9,104,0,0,0,0,0,0
32042,L48992,L,298.2,307.8,1621,32.0,135,0,0,0,0,0,0
49935,M16340,M,299.0,310.2,1562,39.9,140,0,0,0,0,0,0
8385,L50746,L,301.8,310.7,1546,39.1,91,0,0,0,0,0,0
135722,L55078,L,300.8,312.6,1872,22.5,123,0,0,0,0,0,0
135578,L55603,L,299.0,310.5,1448,45.4,104,0,0,0,0,0,0
14067,H38920,H,299.1,310.3,1418,46.2,25,0,0,0,0,0,0
27597,L52606,L,302.6,312.4,1378,51.9,126,0,0,0,0,0,0
17594,M16463,M,298.1,307.8,1230,53.9,65,0,0,0,0,0,0
69454,L50345,L,300.4,309.7,1450,43.4,171,0,0,0,0,0,0
68654,L54019,L,301.2,311.2,1547,33.4,0,0,0,0,0,0,0
53985,L52460,L,303.6,313.0,1521,46.2,135,0,0,0,0,0,0
35063,L51086,L,302.3,311.2,1399,41.0,112,0,0,0,0,0,0
10528,M17647,M,300.4,309.6,1427,47.6,64,0,0,0,0,0,0
128088,L54230,L,300.6,310.4,1377,47.7,120,0,0,0,0,0,0
34294,L56236,L,297.3,308.3,1499,41.9,202,0,0,0,0,0,0
13066,M15535,M,297.8,309.1,1623,30.6,206,0,0,0,0,0,0
125512,L51822,L,303.4,311.4,1476,39.0,230,0,0,0,0,0,0
30264,L56158,L,296.9,307.6,1435,45.0,139,0,0,0,0,0,0
99666,M16093,M,297.2,308.5,1702,25.3,163,0,0,0,0,0,0
84190,L51988,L,303.5,312.2,1456,43.5,193,0,0,0,0,0,0
4459,L47390,L,298.4,308.7,1683,31.9,124,0,0,0,0,0,0
11489,M19135,M,302.4,310.5,1500,36.7,179,0,0,0,0,0,0
1026,L54345,L,300.2,310.1,1392,47.9,176,0,0,0,0,0,0
52662,L49657,L,298.9,308.5,1449,47.6,0,0,0,0,0,0,0
127593,L55983,L,297.4,308.6,1683,31.0,80,0,0,0,0,0,0
77098,L55899,L,297.2,308.5,1383,43.5,176,0,0,0,0,0,0
83851,L50560,L,301.4,310.7,1496,38.7,47,0,0,0,0,0,0
59403,L55756,L,297.6,308.3,1433,44.0,136,0,0,0,0,0,0
86962,M24678,M,298.5,309.4,1407,44.0,176,0,0,0,0,0,0
63829,H31629,H,299.7,308.7,1468,49.6,132,0,0,0,0,0,0
57633,L54687,L,300.5,311.9,1540,36.2,119,0,0,0,0,0,0
66935,M19571,M,303.4,311.7,1515,44.2,5,0,0,0,0,0,0
125830,L55807,L,297.5,308.4,1515,38.7,146,0,0,0,0,0,0
130750,M19019,M,302.0,310.4,1635,32.1,94,0,0,0,0,0,0
73879,M23757,M,297.5,308.7,1457,44.5,137,0,0,0,0,0,0
47853,M15808,M,295.6,306.2,1407,48.9,5,0,0,0,0,0,0
113995,M20448,M,302.5,311.9,1566,36.6,57,0,0,0,0,0,0
52888,L52561,L,302.8,312.3,1546,35.7,200,0,0,0,0,0,0
85763,M15566,M,297.7,308.9,1469,40.6,96,0,0,0,0,0,0
121627,L55014,L,300.0,311.4,1378,46.2,173,0,0,0,0,0,0
126005,L47982,L,296.9,307.8,1471,46.5,102,0,0,0,0,0,0
11508,M19283,M,302.6,310.2,1563,51.5,97,0,0,0,0,0,0
87429,H38427,H,297.3,308.1,1484,43.7,204,0,0,0,0,0,0
66335,M17735,M,300.6,309.4,1511,37.0,49,0,0,0,0,0,0
88269,H34990,H,303.9,312.7,1525,42.0,104,0,0,0,0,0,0
104728,L50929,L,302.2,311.1,1421,43.8,50,0,0,0,0,0,0
67528,L50553,L,301.4,310.6,1721,28.5,23,0,0,0,0,0,0
106925,L47997,L,296.8,307.6,1610,33.8,140,0,0,0,0,0,0
99304,L48836,L,298.2,308.1,1483,42.5,154,0,0,0,0,0,0
122724,M24679,M,298.6,309.4,1464,45.5,179,0,0,0,0,0,0
109165,L54554,L,299.5,310.0,1379,50.4,150,0,0,0,0,0,0
134532,H36466,H,300.7,310.6,1782,30.8,179,0,0,0,0,0,0
113610,L52605,L,302.5,312.7,1716,27.9,175,0,0,0,0,0,0
2503,L56319,L,297.5,308.5,1536,39.4,181,0,0,0,0,0,0
80706,H33492,H,302.1,310.7,1349,51.0,160,0,1,0,0,0,1
21815,L54196,L,300.6,310.5,1447,45.9,31,0,0,0,0,0,0
78426,L52436,L,303.4,313.0,1393,51.6,80,0,0,0,0,0,0
83514,L53887,L,301.3,310.6,1556,39.0,15,0,0,0,0,0,0
125534,L51327,L,301.8,310.3,1665,34.8,62,0,0,0,0,0,0
34958,L47720,L,297.4,309.4,1688,32.2,94,0,0,0,0,0,0
76795,L55962,L,297.5,308.7,1375,44.7,2,0,0,0,0,0,0
4998,M18052,M,300.1,309.7,1471,39.2,221,0,0,0,0,0,0
65919,L56882,L,298.9,310.0,1664,31.2,76,0,0,0,0,0,0
120227,L50877,L,302.4,311.2,1357,51.3,2,0,0,0,0,0,0
57754,L50506,L,301.5,310.6,1620,37.6,202,0,0,0,0,0,0
121216,L49763,L,299.2,308.9,1378,50.5,195,0,0,0,0,0,0
100551,M21197,M,300.4,309.9,1598,30.3,203,0,0,0,0,0,0
101721,M15871,M,296.2,307.2,1625,32.0,199,0,0,0,0,0,0
127647,M19941,M,304.0,313.0,1452,44.2,49,0,0,0,0,0,0
5709,H31260,H,297.8,307.3,1450,43.5,59,0,0,0,0,0,0
63719,M21948,M,300.6,310.0,1405,47.1,0,0,0,0,0,0,0
130554,H36467,H,300.7,310.6,1429,50.4,64,0,0,0,0,0,0
43713,L51328,L,301.9,310.3,1565,38.8,67,0,0,0,0,0,0
20624,L53257,L,300.9,310.7,1393,46.5,9,0,0,0,0,0,0
45808,L49832,L,299.8,309.4,1476,40.5,107,0,0,0,0,0,0
135812,L49322,L,299.3,308.9,1376,42.0,181,0,0,0,0,0,0
89877,L54795,L,300.5,311.3,1541,43.1,54,0,0,0,0,0,0
132166,L49209,L,298.7,308.5,1668,30.4,77,0,0,0,0,0,0
63074,L51362,L,302.4,310.7,1362,54.8,218,0,1,0,0,0,1
32713,L53142,L,300.6,310.7,1484,42.6,193,0,0,0,0,0,0
112939,H39343,H,298.7,309.9,1558,34.4,65,0,0,0,0,0,0
53256,L53476,L,301.0,310.4,1395,48.9,100,0,0,0,0,0,0
89178,L56906,L,298.8,309.8,1566,36.5,139,0,0,0,0,0,0
47452,L56354,L,297.8,308.9,1871,30.9,200,0,0,0,0,0,0
561,L52183,L,303.7,312.8,1432,47.2,107,0,0,0,0,0,0
118852,L56122,L,297.4,308.4,1499,38.2,33,0,0,0,0,0,0
112685,L55526,L,298.7,309.7,1601,35.7,137,0,0,0,0,0,0
3355,L50840,L,302.1,311.2,1529,39.1,135,0,0,0,0,0,0
127596,L48759,L,298.3,308.3,1645,34.8,176,0,0,0,0,0,0
48395,L51355,L,302.0,310.6,1426,44.2,139,0,0,0,0,0,0
3677,L56868,L,299.0,310.1,1767,27.7,44,0,0,0,0,0,0
134851,L56819,L,299.0,310.2,1536,38.9,181,0,0,0,0,0,0
115076,L55080,L,300.8,312.4,1533,35.8,127,0,0,0,0,0,0
135202,L53162,L,300.7,310.8,1486,42.1,188,0,0,0,0,0,0
124610,M23913,M,297.4,308.5,1526,44.1,84,0,0,0,0,0,0
120843,L51311,L,301.9,310.3,1765,28.8,24,0,0,0,0,0,0
21322,L56276,L,297.2,308.1,1662,29.3,0,0,0,0,0,0,0
96787,H32515,H,299.8,309.4,1467,37.3,193,0,0,0,0,0,0
47819,M17586,M,299.8,309.4,1423,42.0,124,0,0,0,0,0,0
22073,M19847,M,303.7,313.0,1532,37.3,2,0,0,0,0,0,0
99409,M23584,M,297.1,308.4,1489,38.8,79,0,0,0,0,0,0
55676,L49872,L,300.0,309.5,1422,53.6,41,0,0,0,0,0,0
60180,L55550,L,298.7,309.8,1502,39.9,23,0,0,0,0,0,0
28099,L50651,L,301.7,310.7,1442,43.4,58,0,0,0,0,0,0
31585,L48025,L,296.3,307.4,1353,45.5,57,0,0,0,0,0,0
114699,L53808,L,301.5,310.5,1595,32.0,102,0,0,0,0,0,0
36394,L55265,L,300.2,311.4,1331,49.0,143,0,0,0,0,0,0
76060,L51033,L,302.4,311.0,1626,34.1,192,0,0,0,0,0,0
61708,L54349,L,300.2,310.2,1458,44.7,5,0,0,0,0,0,0
26375,L54992,L,300.4,311.6,1436,44.2,2,0,0,0,0,0,0
128865,L50363,L,300.1,309.3,1445,47.8,199,0,0,0,0,0,0
34858,M15431,M,297.8,309.0,1312,60.5,178,0,0,0,0,0,0
57698,L55257,L,300.3,311.8,1371,46.3,119,0,0,0,0,0,0
23997,L49120,L,297.7,307.6,1286,58.2,168,0,0,0,0,0,0
1727,L55345,L,299.6,311.0,1539,32.7,139,0,0,0,0,0,0
51450,L48266,L,297.0,307.9,1621,32.0,204,0,0,0,0,0,0
7120,L55808,L,297.4,308.3,1441,42.2,45,0,0,0,0,0,0
12775,M16381,M,298.2,308.9,1483,39.5,38,0,0,0,0,0,0
116425,L56777,L,298.9,310.1,1466,39.0,52,0,0,0,0,0,0
17833,M16034,M,297.2,308.3,1510,38.5,24,0,0,0,0,0,0
84891,M18524,M,302.3,311.7,1509,36.9,141,0,0,0,0,0,0
34688,L51451,L,301.9,310.0,1737,26.2,5,0,0,0,0,0,0
87470,L54607,L,300.0,311.4,1430,40.9,34,0,0,0,0,0,0
91772,L53076,L,301.1,310.8,1418,50.3,169,0,0,0,0,0,0
107438,L47988,L,296.9,307.7,1434,43.2,120,0,0,0,0,0,0
115269,L56229,L,297.4,308.2,1234,62.0,127,0,0,0,0,0,0
25084,L55902,L,297.2,308.6,1366,50.4,15,0,0,0,0,0,0
70575,L49180,L,298.4,308.0,1644,31.8,9,0,0,0,0,0,0
13701,L57070,L,298.8,309.5,1441,45.4,157,0,0,0,0,0,0
80057,L50341,L,300.2,309.6,1472,45.7,139,0,0,0,0,0,0
55113,L53996,L,300.9,310.7,1477,52.6,121,0,0,0,0,0,0
86244,M17391,M,298.8,308.5,1510,38.7,48,0,0,0,0,0,0
85030,L52758,L,302.4,312.0,1374,53.9,30,0,0,0,0,0,0
87809,L47770,L,297.6,309.4,1468,42.3,233,0,0,0,0,0,0
92561,L52283,L,304.1,313.4,1399,43.4,5,0,0,0,0,0,0
41109,L47806,L,298.4,310.1,1633,37.2,92,0,0,0,0,0,0
123387,L49520,L,299.1,308.1,1408,40.7,76,0,0,0,0,0,0
16889,L54804,L,300.5,311.7,1446,45.7,75,0,0,0,0,1,0
62716,H36821,H,299.8,310.9,1772,27.9,5,0,0,0,0,0,0
78178,M16671,M,298.0,307.9,1466,50.7,144,0,0,0,0,0,0
43389,L54994,L,300.0,311.4,1422,54.4,132,0,0,0,0,0,0
35509,H36507,H,300.7,310.3,1486,40.1,12,0,0,0,0,0,0
128108,M20455,M,302.6,312.0,1361,48.1,108,0,0,0,0,0,0
19393,M23975,M,297.4,308.4,1675,29.0,46,0,0,0,0,0,0
64492,L53526,L,300.2,309.8,1453,39.4,140,0,0,0,0,0,0
98628,L47664,L,297.4,309.2,1568,33.7,175,0,0,0,0,0,0
89479,L50236,L,300.2,309.1,1488,41.1,75,0,0,0,0,0,0
92583,M20356,M,302.8,312.5,1402,51.0,188,0,0,0,0,0,0
56697,L56456,L,298.1,308.7,1486,38.8,44,0,0,0,0,0,0
118117,L56562,L,297.7,308.5,1339,48.1,76,0,0,0,0,0,0
17009,L56355,L,297.8,309.1,1596,37.2,2,0,0,0,0,0,0
83887,L54658,L,300.1,311.4,1514,39.6,64,0,0,0,0,0,0
4202,L54272,L,300.7,310.2,1318,55.9,10,0,0,0,0,0,0
83633,L56253,L,297.2,308.1,1586,32.1,154,0,0,0,0,0,0
37303,L48864,L,297.8,307.3,1538,37.4,3,0,0,0,0,0,0
98303,L49342,L,299.6,309.1,1540,41.6,217,0,0,0,0,0,0
65070,L50236,L,300.3,309.3,1525,42.0,202,0,0,0,0,0,0
8942,L55265,L,300.2,311.4,1451,43.3,37,0,0,0,0,0,0
91614,L55850,L,297.9,308.7,1676,30.1,124,0,0,0,0,0,0
116519,L49712,L,299.3,308.7,1393,44.7,74,0,0,0,0,0,0
131618,L50697,L,302.0,311.0,1550,27.2,176,0,0,0,0,0,0
32854,L53973,L,301.2,310.7,1441,43.0,86,0,0,0,0,0,0
22662,L49409,L,299.3,308.7,1681,30.8,171,0,0,0,0,0,0
18436,L54337,L,300.2,310.2,1557,37.3,62,0,0,0,0,0,0
47785,L48397,L,297.0,308.1,1492,55.1,146,0,0,0,0,0,0
103164,M22307,M,300.2,311.9,1607,33.5,48,0,0,0,0,0,0
